time,latitude,longitude,altitude
12:42:21,50.060251,19.981103,-31.7
12:42:22,50.060253,19.981113,-31.5
12:42:22,50.060255,19.981128,-31.0
12:42:23,50.060258,19.98114,-30.7
12:42:23,50.060259,19.981154,-30.5
12:42:24,50.060259,19.981161,-30.4
12:42:24,50.06026,19.981169,-30.3
12:42:24,50.06026,19.981178,-30.3
12:42:25,50.060263,19.98119,-30.0
12:42:26,50.060264,19.981198,-30.1
12:42:27,50.060265,19.981207,-30.1
12:42:28,50.060265,19.981217,-30.1
12:42:29,50.060265,19.981225,-30.1
12:42:30,50.060268,19.981235,-30.0
12:42:31,50.060271,19.981244,-29.9
12:42:32,50.060271,19.981252,-29.7
12:42:33,50.060272,19.981262,-29.5
12:42:34,50.060271,19.981271,-29.5
12:42:35,50.060273,19.981286,-28.9
12:42:36,50.060274,19.981297,-28.8
12:42:37,50.060276,19.981309,-28.6
12:42:38,50.060279,19.981324,-28.4
12:42:39,50.060283,19.981336,-28.0
12:42:40,50.060286,19.981346,-27.6
12:42:41,50.060289,19.981361,-27.0
12:42:42,50.06029,19.981372,-26.9
12:42:43,50.060291,19.981388,-26.8
12:42:44,50.060288,19.981369,-26.0
12:42:45,50.060288,19.98138,-25.9
12:42:46,50.060285,19.981385,-26.0
12:42:47,50.060285,19.981395,-26.0
12:42:48,50.060285,19.981412,-26.1
12:42:49,50.060285,19.981429,-25.9
12:42:50,50.060283,19.981438,-25.9
12:42:51,50.060281,19.981444,-25.7
12:42:52,50.06028,19.981451,-25.7
12:42:53,50.060281,19.981456,-25.6
12:42:54,50.060283,19.981468,-25.6
12:42:55,50.060285,19.981479,-25.5
12:42:56,50.060288,19.981487,-25.0
12:42:57,50.060288,19.981486,-24.6
12:42:58,50.060288,19.981493,-24.6
12:42:59,50.060288,19.981497,-24.4
12:43:00,50.060288,19.9815,-24.3
12:43:01,50.060288,19.981503,-24.1
12:43:02,50.060288,19.981508,-24.0
12:43:03,50.060291,19.981523,-23.6
12:43:04,50.060291,19.981532,-23.6
12:43:05,50.060291,19.981541,-23.5
12:43:06,50.060292,19.981548,-23.4
12:43:07,50.060293,19.981555,-23.3
12:43:08,50.060292,19.98156,-23.4
12:43:09,50.060291,19.981566,-23.4
12:43:10,50.060288,19.981569,-23.6
12:43:11,50.060283,19.981562,-24.1
12:43:12,50.06028,19.981564,-24.2
12:43:13,50.060277,19.981565,-24.3
12:43:14,50.060276,19.981573,-24.2
12:43:15,50.060277,19.981578,-24.2
12:43:16,50.060276,19.981583,-24.2
12:43:17,50.060276,19.981588,-24.1
12:43:18,50.060276,19.981593,-24.1
12:43:19,50.060276,19.981602,-23.4
12:43:20,50.060277,19.981611,-23.0
12:43:21,50.060279,19.98162,-22.5
12:43:22,50.06028,19.981625,-22.1
12:43:23,50.060281,19.981627,-21.9
12:43:24,50.06028,19.981627,-21.6
12:43:25,50.060277,19.981621,-21.6
12:43:26,50.060276,19.981627,-21.7
12:43:27,50.060275,19.981628,-21.7
12:43:28,50.060303,19.981881,-39.8
12:43:29,50.060305,19.981918,-39.8
12:43:30,50.060305,19.981928,-39.8
12:43:31,50.060308,19.981962,-39.8
12:43:32,50.060308,19.981972,-39.8
12:43:33,50.060311,19.982005,-39.8
12:43:34,50.060313,19.982037,-39.8
12:43:35,50.060316,19.982066,-39.8
12:43:36,50.060318,19.982094,-39.8
12:43:37,50.060319,19.982119,-39.8
12:43:38,50.060323,19.982147,-38.9
12:43:39,50.060325,19.982171,-37.8
12:43:40,50.060326,19.98219,-37.8
12:43:41,50.060333,19.982219,-37.9
12:43:42,50.060335,19.982227,-38.0
12:43:43,50.06034,19.982252,-38.0
12:43:44,50.060339,19.982255,-38.3
12:43:45,50.060341,19.982273,-38.4
12:43:46,50.06034,19.982272,-38.6
12:43:47,50.060341,19.982291,-38.7
12:43:48,50.060339,19.98229,-38.9
12:43:49,50.060341,19.982311,-39.0
12:43:50,50.060344,19.982304,-38.1
12:43:51,50.060347,19.982328,-37.8
12:43:52,50.060347,19.982325,-37.0
12:43:53,50.06035,19.982364,-37.3
12:43:54,50.060352,19.982376,-37.5
12:43:55,50.060355,19.98241,-37.6
12:43:56,50.060359,19.982445,-37.3
12:43:57,50.060364,19.982456,-37.2
12:43:58,50.060369,19.9825,-37.4
12:43:59,50.060373,19.982507,-37.2
12:44:00,50.060374,19.982506,-36.8
12:44:01,50.060375,19.98251,-36.7
12:44:02,50.060376,19.982513,-36.7
12:44:03,50.060378,19.982547,-36.6
12:44:04,50.060381,19.982556,-36.4
12:44:05,50.060384,19.982599,-36.1
12:44:06,50.060386,19.982602,-36.0
12:44:07,50.060387,19.982601,-36.0
12:44:08,50.060389,19.982603,-36.0
12:44:09,50.060393,19.982603,-36.3
12:44:10,50.060394,19.982601,-36.2
12:44:11,50.060394,19.9826,-36.2
12:44:12,50.060396,19.9826,-36.1
12:44:13,50.060397,19.982599,-36.1
12:44:14,50.060398,19.982599,-36.1
12:44:15,50.0604,19.982597,-36.1
12:44:16,50.060401,19.982596,-36.1
12:44:17,50.060403,19.982593,-36.1
12:44:18,50.060402,19.982591,-36.0
12:44:19,50.060402,19.982589,-36.0
12:44:20,50.060401,19.982587,-36.0
12:44:21,50.0604,19.982583,-36.0
12:44:22,50.060399,19.982579,-36.0
12:44:23,50.060398,19.982575,-36.0
12:44:24,50.060398,19.982571,-36.0
12:44:25,50.060393,19.982553,-37.9
12:44:26,50.060389,19.982547,-38.8
12:44:27,50.060388,19.982541,-38.8
12:44:28,50.06039,19.982536,-38.7
12:44:29,50.060395,19.982565,-39.8
12:44:30,50.060402,19.982583,-39.8
