Time,Latitude,Longitude,Altitude
13:21:53,49.879327,20.646756,18.1
13:21:55,49.879327,20.646756,18.1
13:21:57,49.878057,20.644268,28.4
13:21:59,49.878037,20.644303,31.3
13:22:03,49.878029,20.644346,31.1
13:22:05,49.878029,20.644346,31.1
13:22:07,49.878029,20.644346,31.1
13:22:09,49.878029,20.644346,31.1
13:22:11,49.878029,20.644346,31.1
13:22:13,49.878029,20.644346,31.1
13:22:15,49.878029,20.644346,31.1
13:22:17,49.878029,20.644346,31.1
13:22:19,49.878019,20.651083,296.9
13:22:20,49.878015,20.651079,297.0
13:22:22,49.878015,20.651076,297.6
13:22:24,49.878014,20.651074,298.2
13:22:26,49.878013,20.65107,299.0
13:22:27,49.878009,20.651066,300.5
13:22:29,49.878007,20.651063,301.2
13:22:31,49.87801,20.651058,302.0
13:22:32,49.878011,20.651055,302.5
13:22:34,49.87801,20.651053,303.1
13:22:35,49.87801,20.651052,303.4
13:22:37,49.87801,20.65105,303.8
13:22:39,49.878011,20.651048,304.2
13:22:41,49.87801,20.651047,304.5
13:22:43,49.878011,20.651046,304.7
13:22:44,49.87801,20.651046,305.0
13:22:46,49.87801,20.651044,305.1
13:22:49,49.878009,20.651043,305.3
13:22:50,49.878009,20.651041,305.5
13:22:52,49.878009,20.65104,305.7
