time,latitude,longitude,altitude
12:50:14,50.059761,19.979732,-28.6
12:50:14,50.059762,19.979721,-28.8
12:50:15,50.059763,19.979709,-28.8
12:50:15,50.059763,19.979692,-28.6
12:50:16,50.059759,19.97967,-28.2
12:50:17,50.05975,19.979644,-27.7
12:50:18,50.059742,19.979633,-28.3
12:50:19,50.059734,19.979614,-27.2
12:50:20,50.059731,19.979623,-27.8
12:50:21,50.05973,19.979622,-27.8
12:50:22,50.05973,19.979621,-27.8
12:50:23,50.05973,19.979618,-27.6
12:50:24,50.059729,19.979616,-27.6
12:50:25,50.059729,19.979615,-27.5
12:50:26,50.059731,19.979611,-27.1
12:50:27,50.059735,19.979613,-26.9
12:50:28,50.059735,19.979614,-26.9
12:50:29,50.059736,19.979613,-26.8
12:50:30,50.059736,19.979613,-26.7
12:50:31,50.059739,19.979622,-26.6
12:50:32,50.059742,19.979618,-26.2
12:50:33,50.059745,19.979613,-25.9
12:50:34,50.059743,19.979611,-25.6
12:50:35,50.059739,19.979607,-25.1
12:50:36,50.059735,19.979602,-24.6
12:50:37,50.059736,19.979612,-24.7
12:50:38,50.059737,19.979624,-25.0
12:50:39,50.059739,19.97963,-24.8
12:50:40,50.05974,19.979635,-24.6
12:50:41,50.059742,19.97964,-24.4
12:50:42,50.059484,19.977814,190.3
12:50:43,50.059477,19.977743,202.5
12:50:44,50.059475,19.97772,206.6
12:50:45,50.059475,19.977722,208.8
12:50:46,50.059472,19.977714,210.1
12:50:47,50.059471,19.977719,210.9
12:50:48,50.059469,19.977719,211.4
12:50:49,50.059465,19.97773,211.9
12:50:50,50.059462,19.977736,212.2
12:50:51,50.059452,19.977729,212.5
12:50:52,50.059447,19.977729,212.7
12:50:53,50.059443,19.977736,212.9
12:50:54,50.059441,19.977739,213.1
12:50:55,50.059439,19.97774,213.2
12:50:56,50.059438,19.977743,213.3
12:50:57,50.059437,19.977745,213.4
12:50:58,50.059436,19.977747,213.4
12:50:59,50.059435,19.977749,213.4
12:51:00,50.059434,19.977753,213.4
12:51:01,50.059434,19.977754,213.4
12:51:02,50.059433,19.977756,213.5
12:51:03,50.059433,19.977757,213.5
12:51:04,50.059433,19.977756,213.5
12:51:05,50.059433,19.977756,213.5
12:51:06,50.059431,19.977754,213.5
12:51:07,50.05943,19.977752,213.5
