time,latitude,longitude,altitude
12:45:07,50.060488,19.982947,-39.8
12:45:08,50.060493,19.982958,-39.8
12:45:08,50.060496,19.982967,-39.8
12:45:09,50.060496,19.982975,-39.8
12:45:09,50.060497,19.982976,-39.8
12:45:09,50.060499,19.98298,-39.8
12:45:10,50.060499,19.982979,-39.8
12:45:10,50.0605,19.982979,-39.8
12:45:11,50.0605,19.982982,-39.8
12:45:11,50.060498,19.982982,-40.3
12:45:12,50.060492,19.982978,-40.9
12:45:12,50.060489,19.982975,-41.5
12:45:13,50.060483,19.982969,-42.1
12:45:13,50.060476,19.982965,-42.7
12:45:13,50.06047,19.982962,-43.2
12:45:14,50.060468,19.982957,-42.9
12:45:14,50.060468,19.98295,-42.8
12:45:15,50.060467,19.98295,-42.8
12:45:15,50.060466,19.982937,-43.3
12:45:15,50.060462,19.982921,-44.0
12:45:16,50.060461,19.98287,-39.8
12:45:17,50.06046,19.982848,-39.8
12:45:18,50.060457,19.982824,-39.8
12:45:19,50.060452,19.982793,-39.8
12:45:20,50.060448,19.982767,-39.8
12:45:21,50.060441,19.982729,-39.8
12:45:22,50.06044,19.982721,-39.8
12:45:23,50.060443,19.982718,-39.8
12:45:24,50.060441,19.982702,-39.8
12:45:25,50.060445,19.982689,-39.8
12:45:26,50.060439,19.98265,-39.8
12:45:27,50.060438,19.982628,-39.8
12:45:28,50.060438,19.982611,-39.8
12:45:29,50.060438,19.982598,-39.8
12:45:30,50.060439,19.98259,-39.8
12:45:31,50.060438,19.98258,-39.8
12:45:32,50.060429,19.982544,-39.8
12:45:33,50.060426,19.982535,-39.8
12:45:34,50.060431,19.98254,-39.8
12:45:35,50.060432,19.982536,-39.8
12:45:36,50.060435,19.982534,-39.8
12:45:37,50.06043,19.982503,-39.8
12:45:38,50.060427,19.982479,-39.8
12:45:39,50.060421,19.982444,-39.8
12:45:40,50.060414,19.982412,-39.8
12:45:41,50.060406,19.982375,-39.8
12:45:42,50.060397,19.982333,-39.8
12:45:43,50.060387,19.982284,-39.8
12:45:44,50.060391,19.982268,-39.8
12:45:45,50.060393,19.982264,-39.8
12:45:46,50.060396,19.982246,-39.8
12:45:47,50.060397,19.982235,-39.8
12:45:48,50.060399,19.982215,-39.8
12:45:49,50.060399,19.982205,-39.8
12:45:50,50.0604,19.982192,-39.8
12:45:51,50.060398,19.982191,-39.8
12:45:52,50.060401,19.982178,-39.8
12:45:53,50.060398,19.982171,-39.8
12:45:54,50.060395,19.982154,-39.8
12:45:55,50.060392,19.982141,-39.8
12:45:56,50.060384,19.982114,-39.8
12:45:57,50.060377,19.982092,-39.8
12:45:58,50.060367,19.982059,-39.8
12:45:59,50.060356,19.982024,-39.8
12:46:00,50.060345,19.981982,-39.8
12:46:01,50.060339,19.981954,-39.8
12:46:02,50.060334,19.981916,-39.8
12:46:03,50.060325,19.981883,-39.8
12:46:04,50.060316,19.981825,-39.8
12:46:05,50.060307,19.981792,-39.8
12:46:06,50.060301,19.981749,-39.8
12:46:07,50.060294,19.981716,-39.8
12:46:08,50.060291,19.981678,-39.8
12:46:09,50.060282,19.981635,-39.8
12:46:10,50.060267,19.981554,-39.8
12:46:11,50.060258,19.981515,-39.8
12:46:12,50.06024,19.981416,-39.8
12:46:13,50.060231,19.981371,-39.8
12:46:14,50.060212,19.981275,-39.8
12:46:15,50.060201,19.981231,-39.8
12:46:16,50.060182,19.981133,-39.8
12:46:17,50.06016,19.981014,-39.8
12:46:18,50.060143,19.980916,-39.8
12:46:19,50.060131,19.980865,-39.8
12:46:20,50.060113,19.980776,-39.8
12:46:21,50.060112,19.980721,-39.8
12:46:22,50.060112,19.980674,-39.8
12:46:23,50.060109,19.980615,-39.8
12:46:24,50.060104,19.980554,-39.8
12:46:25,50.060099,19.98049,-39.8
12:46:26,50.060094,19.980426,-39.8
12:46:27,50.060087,19.98038,-39.8
12:46:28,50.060085,19.980339,-39.8
12:46:29,50.060076,19.980273,-39.8
12:46:30,50.060073,19.980236,-39.8
12:46:31,50.060072,19.98019,-39.8
12:46:32,50.060072,19.980155,-39.8
12:46:33,50.060072,19.980124,-39.8
12:46:34,50.060071,19.98012,-39.8
12:46:35,50.060068,19.980104,-39.8
12:46:36,50.060064,19.980088,-39.8
12:46:37,50.060061,19.98008,-39.8
12:46:38,50.060053,19.980066,-39.8
12:46:39,50.060045,19.980057,-39.8
12:46:40,50.06004,19.980054,-39.8
12:46:41,50.060035,19.980046,-39.8
12:46:42,50.060031,19.980031,-39.8
12:46:43,50.060029,19.980027,-39.8
12:46:44,50.060026,19.980012,-39.8
12:46:45,50.060025,19.980007,-39.8
12:46:46,50.060023,19.979993,-39.8
12:46:47,50.06002,19.979989,-39.8
12:46:48,50.060018,19.979979,-39.8
12:46:49,50.060017,19.979973,-39.8
12:46:50,50.060015,19.979965,-39.8
12:46:51,50.060014,19.979958,-39.8
12:46:52,50.060014,19.979957,-39.8
12:46:53,50.060011,19.979955,-39.8
12:46:54,50.060009,19.979954,-39.8
12:46:55,50.060004,19.97995,-39.8
12:46:56,50.06,19.979942,-39.8
12:46:57,50.059988,19.97991,-39.8
12:46:58,50.059981,19.979895,-39.8
12:46:59,50.059972,19.979878,-39.8
12:47:00,50.059964,19.979864,-39.8
12:47:01,50.059958,19.979849,-39.8
12:47:02,50.059952,19.97983,-39.8
